ID,text,target,label,sentiment,gpt4_label,gpt4_label_number
11109,Women ARE capable of making decisions #SemST,Legalization of Abortion,1,POSITIVE,neutral,2
11127,What about in cases of rape #SemST,Legalization of Abortion,1,NEITHER,Neutral,2
11132,This is the same reason it's sexist that we don't cover women's birth control. Any issue that primarily effects women is ignored #SemST,Legalization of Abortion,1,NEGATIVE,neutral,2
11141,@XaviPereda @HillaryClinton sorry Hilary but I'm #southern and don't bleed that #rainbow #BleedRed #america #southwillriseagain #SemST,Legalization of Abortion,0,NEGATIVE,neutral,2
11149,"C7German: Heaven is our Goal,  life is our conquest  #socialmedia #technology #catholic #SemST",Legalization of Abortion,0,POSITIVE,neutral,2
11158,I #DenounceHarper for refusing to include family planning in foreign aid even though spending $1 could save $6 #wherestheFP #SemST,Legalization of Abortion,1,NEGATIVE,neutral,2
11159,Looking forward to the protest today. I can't be there long but I hope my signs will. #Kingston #protesters #SemST,Legalization of Abortion,0,POSITIVE,neutral,2
11163,Societies that put to death the weak and vulnerable are more violent. #Nazis #streetgangs #Communists #AssistedSuicide #SemST,Legalization of Abortion,0,NEGATIVE,neutral,2
11165,@WomanMDsGuide I thought they wanted less unwed mommas and less abortion. #confused #tcot #feminism #SemST,Legalization of Abortion,0,NEGATIVE,Neutral,2
11177,We must love our neighbor as being made in the image of God and as an object of His love. ~ Saint Vincent de Paul #SemST,Legalization of Abortion,0,POSITIVE,neutral,2
11178,@micknugent What nonsense is this colleague of yours writing about?? #everylifematters #SemST,Legalization of Abortion,0,NEGATIVE,neutral,2
11198,For great is thy mercy toward me; & thou hast delivered my soul from an evil place. Amen #Christian #SemST,Legalization of Abortion,0,POSITIVE,neutral,2
11208,@HillaryClinton #gop as whole party has backwards ideas on #immigration #votingrights #womensright #civilrights. #healthcare #dapa #SemST,Legalization of Abortion,0,NEGATIVE,neutral,2
11209,"@irritatedwoman I don't know about you, but I didn't vote for the GOP to capitulate to the Dems. #AllLivesMatter #SemST",Legalization of Abortion,0,NEGATIVE,neutral,2
11217,"Lord Jesus,Touch my life with your saving power, heal and restore me to      fullnessof life. #SemST",Legalization of Abortion,0,POSITIVE,neutral,2
11219,"Hail (Mary), full of grace! The Lord is with you. (Luke 1:28) #SemST",Legalization of Abortion,0,POSITIVE,neutral,2
11221,"Natural family planning isn't ""planning"" at all since it just doesn't work. #SemST",Legalization of Abortion,0,NEGATIVE,neutral,2
11223,#ChildrensCentre's in the #UK have stay & play sessions for very young / single parents  #childcare #parenting #SemST,Legalization of Abortion,0,POSITIVE,neutral,2
11229,"I was an accidental baby and as far as I know, my parents were happy to have me. #thanksmom #SemST",Legalization of Abortion,0,POSITIVE,neutral,2
11246,"For he who avenges blood remembers, he does not ignore the cry of the afflicted. ~ Ps 9:12 #comequicklyLordJesus #SemST",Legalization of Abortion,0,NEITHER,neutral,2
11248,"@ravensymone U refer to ""WE"" which =""YOU"" & a minority of idiots who support #suicide #murder  #death #iLLegalAliens #RavenSymone #SemST",Legalization of Abortion,0,NEGATIVE,neutral,2
